,clean,corrupted,group,plural
8291,The novels the assistant loves,The novel the assistant loves,ML-obj_rel_no_comp_across_inanim_all,1
8292,The novels the executive likes,The novel the executive likes,ML-obj_rel_no_comp_across_inanim_all,1
8293,The novels the executive admires,The novel the executive admires,ML-obj_rel_no_comp_across_inanim_all,1
8294,The novels the executive hates,The novel the executive hates,ML-obj_rel_no_comp_across_inanim_all,1
8295,The novels the executive loves,The novel the executive loves,ML-obj_rel_no_comp_across_inanim_all,1
8296,The novels the parent likes,The novel the parent likes,ML-obj_rel_no_comp_across_inanim_all,1
8297,The novels the parent admires,The novel the parent admires,ML-obj_rel_no_comp_across_inanim_all,1
8298,The novels the parent hates,The novel the parent hates,ML-obj_rel_no_comp_across_inanim_all,1
8299,The novels the parent loves,The novel the parent loves,ML-obj_rel_no_comp_across_inanim_all,1
8300,The poems the guard likes,The poem the guard likes,ML-obj_rel_no_comp_across_inanim_all,1
8301,The poems the guard admires,The poem the guard admires,ML-obj_rel_no_comp_across_inanim_all,1
8302,The poems the guard hates,The poem the guard hates,ML-obj_rel_no_comp_across_inanim_all,1
8303,The poems the guard loves,The poem the guard loves,ML-obj_rel_no_comp_across_inanim_all,1
8304,The poems the chef likes,The poem the chef likes,ML-obj_rel_no_comp_across_inanim_all,1
8305,The poems the chef admires,The poem the chef admires,ML-obj_rel_no_comp_across_inanim_all,1
8306,The poems the chef hates,The poem the chef hates,ML-obj_rel_no_comp_across_inanim_all,1
8307,The poems the chef loves,The poem the chef loves,ML-obj_rel_no_comp_across_inanim_all,1
8308,The poems the architect likes,The poem the architect likes,ML-obj_rel_no_comp_across_inanim_all,1
8309,The poems the architect admires,The poem the architect admires,ML-obj_rel_no_comp_across_inanim_all,1
8310,The poems the architect hates,The poem the architect hates,ML-obj_rel_no_comp_across_inanim_all,1
8311,The poems the architect loves,The poem the architect loves,ML-obj_rel_no_comp_across_inanim_all,1
8312,The poems the skater likes,The poem the skater likes,ML-obj_rel_no_comp_across_inanim_all,1
8313,The poems the skater admires,The poem the skater admires,ML-obj_rel_no_comp_across_inanim_all,1
8314,The poems the skater hates,The poem the skater hates,ML-obj_rel_no_comp_across_inanim_all,1
8315,The poems the skater loves,The poem the skater loves,ML-obj_rel_no_comp_across_inanim_all,1
8316,The poems the dancer likes,The poem the dancer likes,ML-obj_rel_no_comp_across_inanim_all,1
8317,The poems the dancer admires,The poem the dancer admires,ML-obj_rel_no_comp_across_inanim_all,1
8318,The poems the dancer hates,The poem the dancer hates,ML-obj_rel_no_comp_across_inanim_all,1
8319,The poems the dancer loves,The poem the dancer loves,ML-obj_rel_no_comp_across_inanim_all,1
8320,The poems the minister likes,The poem the minister likes,ML-obj_rel_no_comp_across_inanim_all,1
8321,The poems the minister admires,The poem the minister admires,ML-obj_rel_no_comp_across_inanim_all,1
8322,The poems the minister hates,The poem the minister hates,ML-obj_rel_no_comp_across_inanim_all,1
8323,The poems the minister loves,The poem the minister loves,ML-obj_rel_no_comp_across_inanim_all,1
8324,The poems the taxi driver likes,The poem the taxi driver likes,ML-obj_rel_no_comp_across_inanim_all,1
8325,The poems the taxi driver admires,The poem the taxi driver admires,ML-obj_rel_no_comp_across_inanim_all,1
8326,The poems the taxi driver hates,The poem the taxi driver hates,ML-obj_rel_no_comp_across_inanim_all,1
8327,The poems the taxi driver loves,The poem the taxi driver loves,ML-obj_rel_no_comp_across_inanim_all,1
8328,The poems the assistant likes,The poem the assistant likes,ML-obj_rel_no_comp_across_inanim_all,1
8329,The poems the assistant admires,The poem the assistant admires,ML-obj_rel_no_comp_across_inanim_all,1
8330,The poems the assistant hates,The poem the assistant hates,ML-obj_rel_no_comp_across_inanim_all,1
8331,The poems the assistant loves,The poem the assistant loves,ML-obj_rel_no_comp_across_inanim_all,1
8332,The poems the executive likes,The poem the executive likes,ML-obj_rel_no_comp_across_inanim_all,1
8333,The poems the executive admires,The poem the executive admires,ML-obj_rel_no_comp_across_inanim_all,1
8334,The poems the executive hates,The poem the executive hates,ML-obj_rel_no_comp_across_inanim_all,1
8335,The poems the executive loves,The poem the executive loves,ML-obj_rel_no_comp_across_inanim_all,1
8336,The poems the parent likes,The poem the parent likes,ML-obj_rel_no_comp_across_inanim_all,1
8337,The poems the parent admires,The poem the parent admires,ML-obj_rel_no_comp_across_inanim_all,1
8338,The poems the parent hates,The poem the parent hates,ML-obj_rel_no_comp_across_inanim_all,1
8339,The poems the parent loves,The poem the parent loves,ML-obj_rel_no_comp_across_inanim_all,1
8340,The shows the guard likes,The show the guard likes,ML-obj_rel_no_comp_across_inanim_all,1
8341,The shows the guard admires,The show the guard admires,ML-obj_rel_no_comp_across_inanim_all,1
8342,The shows the guard hates,The show the guard hates,ML-obj_rel_no_comp_across_inanim_all,1
8343,The shows the guard loves,The show the guard loves,ML-obj_rel_no_comp_across_inanim_all,1
8344,The shows the chef likes,The show the chef likes,ML-obj_rel_no_comp_across_inanim_all,1
8345,The shows the chef admires,The show the chef admires,ML-obj_rel_no_comp_across_inanim_all,1
8346,The shows the chef hates,The show the chef hates,ML-obj_rel_no_comp_across_inanim_all,1
8347,The shows the chef loves,The show the chef loves,ML-obj_rel_no_comp_across_inanim_all,1
8348,The shows the architect likes,The show the architect likes,ML-obj_rel_no_comp_across_inanim_all,1
8349,The shows the architect admires,The show the architect admires,ML-obj_rel_no_comp_across_inanim_all,1
8350,The shows the architect hates,The show the architect hates,ML-obj_rel_no_comp_across_inanim_all,1
8351,The shows the architect loves,The show the architect loves,ML-obj_rel_no_comp_across_inanim_all,1
8352,The shows the skater likes,The show the skater likes,ML-obj_rel_no_comp_across_inanim_all,1
8353,The shows the skater admires,The show the skater admires,ML-obj_rel_no_comp_across_inanim_all,1
8354,The shows the skater hates,The show the skater hates,ML-obj_rel_no_comp_across_inanim_all,1
8355,The shows the skater loves,The show the skater loves,ML-obj_rel_no_comp_across_inanim_all,1
8356,The shows the dancer likes,The show the dancer likes,ML-obj_rel_no_comp_across_inanim_all,1
8357,The shows the dancer admires,The show the dancer admires,ML-obj_rel_no_comp_across_inanim_all,1
8358,The shows the dancer hates,The show the dancer hates,ML-obj_rel_no_comp_across_inanim_all,1
8359,The shows the dancer loves,The show the dancer loves,ML-obj_rel_no_comp_across_inanim_all,1
8360,The shows the minister likes,The show the minister likes,ML-obj_rel_no_comp_across_inanim_all,1
8361,The shows the minister admires,The show the minister admires,ML-obj_rel_no_comp_across_inanim_all,1
8362,The shows the minister hates,The show the minister hates,ML-obj_rel_no_comp_across_inanim_all,1
8363,The shows the minister loves,The show the minister loves,ML-obj_rel_no_comp_across_inanim_all,1
8364,The shows the taxi driver likes,The show the taxi driver likes,ML-obj_rel_no_comp_across_inanim_all,1
8365,The shows the taxi driver admires,The show the taxi driver admires,ML-obj_rel_no_comp_across_inanim_all,1
8366,The shows the taxi driver hates,The show the taxi driver hates,ML-obj_rel_no_comp_across_inanim_all,1
8367,The shows the taxi driver loves,The show the taxi driver loves,ML-obj_rel_no_comp_across_inanim_all,1
8368,The shows the assistant likes,The show the assistant likes,ML-obj_rel_no_comp_across_inanim_all,1
8369,The shows the assistant admires,The show the assistant admires,ML-obj_rel_no_comp_across_inanim_all,1
8370,The shows the assistant hates,The show the assistant hates,ML-obj_rel_no_comp_across_inanim_all,1
8371,The shows the assistant loves,The show the assistant loves,ML-obj_rel_no_comp_across_inanim_all,1
8372,The shows the executive likes,The show the executive likes,ML-obj_rel_no_comp_across_inanim_all,1
8373,The shows the executive admires,The show the executive admires,ML-obj_rel_no_comp_across_inanim_all,1
8374,The shows the executive hates,The show the executive hates,ML-obj_rel_no_comp_across_inanim_all,1
8375,The shows the executive loves,The show the executive loves,ML-obj_rel_no_comp_across_inanim_all,1
8376,The shows the parent likes,The show the parent likes,ML-obj_rel_no_comp_across_inanim_all,1
8377,The shows the parent admires,The show the parent admires,ML-obj_rel_no_comp_across_inanim_all,1
8378,The shows the parent hates,The show the parent hates,ML-obj_rel_no_comp_across_inanim_all,1
8379,The shows the parent loves,The show the parent loves,ML-obj_rel_no_comp_across_inanim_all,1
8380,The movies that the guards,The movies that the guard,ML-obj_rel_within_inanim_all,1
8381,The movies that the chefs,The movies that the chef,ML-obj_rel_within_inanim_all,1
8382,The movies that the architects,The movies that the architect,ML-obj_rel_within_inanim_all,1
8383,The movies that the skaters,The movies that the skater,ML-obj_rel_within_inanim_all,1
8384,The movies that the dancers,The movies that the dancer,ML-obj_rel_within_inanim_all,1
8385,The movies that the ministers,The movies that the minister,ML-obj_rel_within_inanim_all,1
8386,The movies that the taxi drivers,The movies that the taxi driver,ML-obj_rel_within_inanim_all,1
8387,The movies that the assistants,The movies that the assistant,ML-obj_rel_within_inanim_all,1
8388,The movies that the executives,The movies that the executive,ML-obj_rel_within_inanim_all,1
8389,The movies that the parents,The movies that the parent,ML-obj_rel_within_inanim_all,1
8390,The books that the guards,The books that the guard,ML-obj_rel_within_inanim_all,1
8391,The books that the chefs,The books that the chef,ML-obj_rel_within_inanim_all,1
8392,The books that the architects,The books that the architect,ML-obj_rel_within_inanim_all,1
8393,The books that the skaters,The books that the skater,ML-obj_rel_within_inanim_all,1
8394,The books that the dancers,The books that the dancer,ML-obj_rel_within_inanim_all,1
8395,The books that the ministers,The books that the minister,ML-obj_rel_within_inanim_all,1
8396,The books that the taxi drivers,The books that the taxi driver,ML-obj_rel_within_inanim_all,1
8397,The books that the assistants,The books that the assistant,ML-obj_rel_within_inanim_all,1
8398,The books that the executives,The books that the executive,ML-obj_rel_within_inanim_all,1
8399,The books that the parents,The books that the parent,ML-obj_rel_within_inanim_all,1
8400,The games that the guards,The games that the guard,ML-obj_rel_within_inanim_all,1
8401,The games that the chefs,The games that the chef,ML-obj_rel_within_inanim_all,1
8402,The games that the architects,The games that the architect,ML-obj_rel_within_inanim_all,1
8403,The games that the skaters,The games that the skater,ML-obj_rel_within_inanim_all,1
8404,The games that the dancers,The games that the dancer,ML-obj_rel_within_inanim_all,1
8405,The games that the ministers,The games that the minister,ML-obj_rel_within_inanim_all,1
8406,The games that the taxi drivers,The games that the taxi driver,ML-obj_rel_within_inanim_all,1
8407,The games that the assistants,The games that the assistant,ML-obj_rel_within_inanim_all,1
8408,The games that the executives,The games that the executive,ML-obj_rel_within_inanim_all,1
8409,The games that the parents,The games that the parent,ML-obj_rel_within_inanim_all,1
8410,The songs that the guards,The songs that the guard,ML-obj_rel_within_inanim_all,1
8411,The songs that the chefs,The songs that the chef,ML-obj_rel_within_inanim_all,1
8412,The songs that the architects,The songs that the architect,ML-obj_rel_within_inanim_all,1
8413,The songs that the skaters,The songs that the skater,ML-obj_rel_within_inanim_all,1
8414,The songs that the dancers,The songs that the dancer,ML-obj_rel_within_inanim_all,1
8415,The songs that the ministers,The songs that the minister,ML-obj_rel_within_inanim_all,1
8416,The songs that the taxi drivers,The songs that the taxi driver,ML-obj_rel_within_inanim_all,1
8417,The songs that the assistants,The songs that the assistant,ML-obj_rel_within_inanim_all,1
8418,The songs that the executives,The songs that the executive,ML-obj_rel_within_inanim_all,1
8419,The songs that the parents,The songs that the parent,ML-obj_rel_within_inanim_all,1
8420,The pictures that the guards,The pictures that the guard,ML-obj_rel_within_inanim_all,1
8421,The pictures that the chefs,The pictures that the chef,ML-obj_rel_within_inanim_all,1
8422,The pictures that the architects,The pictures that the architect,ML-obj_rel_within_inanim_all,1
8423,The pictures that the skaters,The pictures that the skater,ML-obj_rel_within_inanim_all,1
8424,The pictures that the dancers,The pictures that the dancer,ML-obj_rel_within_inanim_all,1
8425,The pictures that the ministers,The pictures that the minister,ML-obj_rel_within_inanim_all,1
8426,The pictures that the taxi drivers,The pictures that the taxi driver,ML-obj_rel_within_inanim_all,1
8427,The pictures that the assistants,The pictures that the assistant,ML-obj_rel_within_inanim_all,1
