,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
613,"Then, Sean and Nicole had a long argument, and afterwards Sean said to","Then, Sean and Nicole had a long argument, and afterwards Amanda said to","Then, Sean and Nicole had a long argument, and afterwards Nicole said to",37930,22723
320,"Then, Mary and Lauren were working at the garden. Lauren decided to give a snack to","Then, Mary and Lauren were working at the garden. Paul decided to give a snack to","Then, Mary and Lauren were working at the garden. Mary decided to give a snack to",6393,33821
550,"Then, Jamie and Rachel had a long argument, and afterwards Jamie said to","Then, Jamie and Rachel had a long argument, and afterwards David said to","Then, Jamie and Rachel had a long argument, and afterwards Rachel said to",22739,27283
637,"When Brian and Kelly got a snack at the school, Brian decided to give it to","When Brian and Kelly got a snack at the school, Kevin decided to give it to","When Brian and Kelly got a snack at the school, Kelly decided to give it to",14943,14468
799,"When Amy and Katie got a drink at the school, Katie decided to give it to","When Amy and Katie got a drink at the school, Shannon decided to give it to","When Amy and Katie got a drink at the school, Amy decided to give it to",22138,37073
46,"Then, Samuel and Eric were working at the hospital. Samuel decided to give a computer to","Then, Samuel and Eric were working at the hospital. Tyler decided to give a computer to","Then, Samuel and Eric were working at the hospital. Eric decided to give a computer to",12284,20628
444,"Then, Jessica and Jeffrey had a lot of fun at the hospital. Jeffrey gave a drink to","Then, Jessica and Jeffrey had a lot of fun at the hospital. Amy gave a drink to","Then, Jessica and Jeffrey had a lot of fun at the hospital. Jessica gave a drink to",29489,30274
728,"Then, Rachel and Sara were thinking about going to the station. Rachel wanted to give a bone to","Then, Rachel and Sara were thinking about going to the station. Patrick wanted to give a bone to","Then, Rachel and Sara were thinking about going to the station. Sara wanted to give a bone to",31336,22739
107,"Then, Timothy and Amber were thinking about going to the garden. Timothy wanted to give a bone to","Then, Timothy and Amber were thinking about going to the garden. Joseph wanted to give a bone to","Then, Timothy and Amber were thinking about going to the garden. Amber wanted to give a bone to",41131,32905
738,"Then, Katie and Tyler were thinking about going to the station. Tyler wanted to give a kiss to","Then, Katie and Tyler were thinking about going to the station. Jennifer wanted to give a kiss to","Then, Katie and Tyler were thinking about going to the station. Katie wanted to give a kiss to",37073,26953
360,"Then, Brandon and Angela were working at the school. Angela decided to give a snack to","Then, Brandon and Angela were working at the school. Emily decided to give a snack to","Then, Brandon and Angela were working at the school. Brandon decided to give a snack to",29040,29804
590,"Then, Jonathan and Brian had a lot of fun at the store. Brian gave a computer to","Then, Jonathan and Brian had a lot of fun at the store. Joshua gave a computer to","Then, Jonathan and Brian had a lot of fun at the store. Jonathan gave a computer to",18985,14468
361,"Then, Laura and Amanda were thinking about going to the school. Laura wanted to give a snack to","Then, Laura and Amanda were thinking about going to the school. Jonathan wanted to give a snack to","Then, Laura and Amanda were thinking about going to the school. Amanda wanted to give a snack to",33811,21960
283,"Then, Patrick and Paul had a long argument, and afterwards Paul said to","Then, Patrick and Paul had a long argument, and afterwards Justin said to","Then, Patrick and Paul had a long argument, and afterwards Patrick said to",15435,5171
169,"Then, Kelly and Nicole were working at the restaurant. Kelly decided to give a bone to","Then, Kelly and Nicole were working at the restaurant. Mary decided to give a bone to","Then, Kelly and Nicole were working at the restaurant. Nicole decided to give a bone to",37930,14943
70,"Then, Christine and Bryan went to the restaurant. Bryan gave a basketball to","Then, Christine and Bryan went to the restaurant. Jason gave a basketball to","Then, Christine and Bryan went to the restaurant. Christine gave a basketball to",36449,30397
122,"After Rebecca and Paul went to the hospital, Paul gave a kiss to","After Rebecca and Paul went to the hospital, Andrew gave a kiss to","After Rebecca and Paul went to the hospital, Rebecca gave a kiss to",31959,5171
923,"After Emily and Joshua went to the house, Joshua gave a drink to","After Emily and Joshua went to the house, Justin gave a drink to","After Emily and Joshua went to the house, Emily gave a drink to",24504,29092
162,"Then, Heather and Michelle were thinking about going to the station. Heather wanted to give a drink to","Then, Heather and Michelle were thinking about going to the station. Lindsay wanted to give a drink to","Then, Heather and Michelle were thinking about going to the station. Michelle wanted to give a drink to",28331,37083
544,"After Erin and James went to the school, James gave a basketball to","After Erin and James went to the school, Amy gave a basketball to","After Erin and James went to the school, Erin gave a basketball to",46604,5490
117,"Then, Joshua and Patrick went to the hospital. Patrick gave a basketball to","Then, Joshua and Patrick went to the hospital. Sarah gave a basketball to","Then, Joshua and Patrick went to the hospital. Joshua gave a basketball to",29092,15435
935,"When William and Shannon got a snack at the restaurant, Shannon decided to give it to","When William and Shannon got a snack at the restaurant, Brian decided to give it to","When William and Shannon got a snack at the restaurant, William decided to give it to",7252,35175
293,"After Bradley and Gregory went to the station, Bradley gave a ring to","After Bradley and Gregory went to the station, Nicole gave a ring to","After Bradley and Gregory went to the station, Gregory gave a ring to",28991,27991
765,"Then, Mary and Katie had a lot of fun at the station. Mary gave a drink to","Then, Mary and Katie had a lot of fun at the station. Lindsay gave a drink to","Then, Mary and Katie had a lot of fun at the station. Katie gave a drink to",37073,6393
559,"Then, Robert and Cody were working at the hospital. Robert decided to give a kiss to","Then, Robert and Cody were working at the hospital. Michelle decided to give a kiss to","Then, Robert and Cody were working at the hospital. Cody decided to give a kiss to",48545,6911
246,"Then, David and Christina had a long argument, and afterwards Christina said to","Then, David and Christina had a long argument, and afterwards Jesse said to","Then, David and Christina had a long argument, and afterwards David said to",5119,47831
696,"Then, Jamie and Erin had a lot of fun at the garden. Erin gave a snack to","Then, Jamie and Erin had a lot of fun at the garden. Thomas gave a snack to","Then, Jamie and Erin had a lot of fun at the garden. Jamie gave a snack to",27283,46604
391,"Then, John and Angela had a lot of fun at the office. Angela gave a basketball to","Then, John and Angela had a lot of fun at the office. Brandon gave a basketball to","Then, John and Angela had a lot of fun at the office. John gave a basketball to",2516,29804
12,"When Ryan and Sarah got a basketball at the hospital, Ryan decided to give it to","When Ryan and Sarah got a basketball at the hospital, Christopher decided to give it to","When Ryan and Sarah got a basketball at the hospital, Sarah decided to give it to",15458,13114
102,"Then, Bradley and Matthew had a long argument, and afterwards Bradley said to","Then, Bradley and Matthew had a long argument, and afterwards John said to","Then, Bradley and Matthew had a long argument, and afterwards Matthew said to",18322,27991
631,"After Tyler and William went to the office, Tyler gave a kiss to","After Tyler and William went to the office, Christopher gave a kiss to","After Tyler and William went to the office, William gave a kiss to",7252,26953
